"","x"
"522",279.48974609375
"523",280.470092773438
"524",280.840362548828
"525",281.113647460938
"526",281.653198242188
"527",282.790435791016
"528",284.975067138672
"529",284.904510498047
"530",287.161407470703
"531",285.392944335938
"532",283.624450683594
"533",280.798034667969
"534",279.431549072266
"535",279.720733642578
"536",278.615203857422
"537",278.944915771484
"538",282.095764160156
"539",282.347900390625
"540",286.792907714844
"541",287.998931884766
"542",287.810272216797
"543",284.497222900391
"544",281.697265625
"545",280.95849609375
"546",279.255249023438
"547",277.825286865234
"548",279.80712890625
"549",279.865295410156
"550",280.875610351562
"551",283.100769042969
"552",283.29296875
"553",286.893402099609
"554",286.165222167969
"555",285.456420898438
"556",281.813629150391
"557",281.905334472656
"558",279.606109619141
"559",279.0771484375
"560",279.232330322266
"561",279.731292724609
"562",282.136291503906
"563",281.6337890625
"564",283.426971435547
"565",288.138244628906
"566",288.70068359375
"567",284.292694091797
"568",282.786926269531
"569",281.103057861328
"570",279.491516113281
"571",278.435363769531
"572",279.283447265625
"573",280.873840332031
"574",282.011108398438
"575",283.435791015625
"576",284.3173828125
"577",287.718597412109
"578",286.075286865234
"579",284.754638671875
"580",282.458984375
"581",281.441589355469
"582",279.174133300781
"583",279.034851074219
"584",279.514434814453
"585",281.510375976562
"586",280.838592529297
"587",283.455169677734
"588",286.115844726562
"589",288.118835449219
"590",288.471466064453
"591",285.368255615234
"592",282.1416015625
"593",282.741088867188
"594",280.099822998047
"595",279.6484375
"596",280.582916259766
"597",281.931762695312
"598",283.005554199219
"599",283.329986572266
"600",285.927185058594
"601",286.702972412109
"602",288.884063720703
"603",285.692687988281
"604",283.188934326172
"605",281.617919921875
"606",280.157989501953
"607",279.629028320312
"608",279.666076660156
"609",280.688720703125
"610",282.078125
"611",286.621887207031
"612",284.989166259766
"613",288.607238769531
"614",288.485565185547
"615",286.316833496094
"616",282.862731933594
"617",280.480651855469
"618",280.902069091797
"619",279.338104248047
"620",279.814178466797
"621",282.43603515625
"622",281.892974853516
"623",283.222442626953
"624",283.455169677734
"625",286.583099365234
"626",286.251617431641
"627",285.047332763672
"628",284.162231445312
"629",281.073089599609
"630",280.182678222656
"631",280.131561279297
"632",279.523254394531
"633",280.334320068359
"634",281.677886962891
"635",284.028228759766
"636",285.833740234375
"637",287.559906005859
"638",287.272491455078
"639",285.678558349609
"640",283.347625732422
"641",282.287933349609
"642",280.113922119141
"643",279.096557617188
"644",279.583190917969
"645",278.865570068359
"646",280.288482666016
"647",284.373809814453
"648",286.535491943359
"649",284.814605712891
"650",285.764953613281
"651",284.5078125
"652",282.695251464844
"653",280.549438476562
"654",279.637847900391
"655",278.539367675781
"656",279.279937744141
"657",280.715179443359
"658",282.663513183594
"659",283.730224609375
"660",286.597198486328
"661",286.740020751953
"662",286.061187744141
"663",284.393188476562
"664",284.342071533203
"665",280.984924316406
"666",280.397796630859
"667",279.882934570312
"668",280.064544677734
"669",281.094268798828
"670",283.6103515625
"671",285.31005859375
"672",285.784362792969
"673",287.307769775391
"674",286.122894287109
"675",286.015350341797
"676",280.879150390625
"677",279.500335693359
"678",278.632843017578
"679",278.974884033203
"680",280.071594238281
"681",280.325500488281
"682",281.781890869141
"683",282.661743164062
"684",284.691192626953
"685",287.693908691406
"686",290.426849365234
"687",285.625671386719
"688",283.885406494141
"689",283.162475585938
"690",277.292785644531
"691",278.40185546875
"692",280.214416503906
"693",280.859741210938
"694",281.482147216797
"695",285.930694580078
"696",286.736480712891
"697",287.575775146484
"698",285.997711181641
"699",286.212829589844
"700",283.032012939453
"701",281.582672119141
"702",280.900299072266
"703",278.456512451172
"704",278.837371826172
"705",280.258483886719
"706",282.550659179688
"707",283.702026367188
"708",283.795471191406
"709",286.396179199219
"710",287.402984619141
"711",285.7861328125
"712",282.912109375
"713",281.307586669922
"714",280.157989501953
"715",278.927276611328
"716",280.406616210938
"717",281.02197265625
"718",282.106323242188
"719",286.579559326172
"720",285.519866943359
"721",286.468475341797
"722",288.714782714844
"723",286.815826416016
"724",284.467254638672
"725",281.083679199219
"726",279.364562988281
"727",279.655487060547
"728",278.892028808594
"729",279.629028320312
"730",282.367279052734
"731",284.472534179688
"732",285.117858886719
"733",287.628662109375
"734",285.853118896484
"735",285.174285888672
"736",283.365264892578
"737",280.200317382812
"738",279.777160644531
"739",278.666320800781
"740",281.520935058594
"741",281.018432617188
"742",282.361999511719
"743",284.534240722656
"744",286.576049804688
"745",287.722106933594
"746",288.171722412109
"747",285.606292724609
"748",284.156921386719
"749",281.21240234375
"750",279.271118164062
"751",279.041900634766
"752",279.117706298828
"753",280.912658691406
"754",281.915893554688
"755",284.934509277344
"756",285.105529785156
"757",286.563690185547
"758",288.571990966797
"759",287.944274902344
"760",282.661743164062
"761",281.531524658203
"762",279.107116699219
"763",280.233825683594
"764",279.925262451172
"765",282.090454101562
"766",281.757202148438
"767",284.044097900391
"768",285.472290039062
"769",287.868469238281
"770",287.730926513672
"771",286.494934082031
"772",283.769012451172
"773",282.240325927734
"774",280.847412109375
"775",279.988739013672
"776",280.013427734375
"777",281.194763183594
"778",282.585906982422
"779",283.723175048828
"780",286.188140869141
"781",287.080322265625
"782",288.305725097656
"783",283.96826171875
"784",282.247375488281
"785",280.702819824219
"786",279.480926513672
"787",278.645172119141
"788",277.897583007812
"789",281.210632324219
"790",284.167510986328
"791",284.409057617188
"792",287.348327636719
"793",288.616058349609
"794",287.850830078125
"795",286.740020751953
"796",284.327972412109
"797",281.820678710938
"798",280.239105224609
"799",279.831817626953
"800",279.477416992188
"801",281.827758789062
"802",281.388702392578
"803",283.71435546875
"804",286.272766113281
"805",287.196685791016
"806",285.599212646484
"807",288.18408203125
"808",284.088165283203
"809",281.0537109375
"810",279.782440185547
"811",278.539367675781
"812",278.468841552734
"813",279.495025634766
"814",283.560974121094
"815",287.757385253906
"816",286.660675048828
"817",288.281036376953
"818",287.401214599609
"819",285.611572265625
"820",283.564483642578
"821",281.557983398438
"822",279.599060058594
"823",279.509124755859
"824",279.080688476562
"825",280.276123046875
"826",283.314117431641
"827",284.710571289062
"828",288.097686767578
"829",288.543762207031
"830",287.138488769531
"831",286.262176513672
"832",283.531005859375
"833",281.441589355469
"834",279.852966308594
"835",279.641387939453
"836",279.0771484375
"837",280.842102050781
"838",282.811614990234
"839",282.164520263672
"840",285.265991210938
"841",287.692138671875
"842",287.060913085938
"843",285.107299804688
"844",282.980865478516
"845",281.319946289062
"846",280.032806396484
"847",278.715698242188
"848",278.985473632812
"849",281.388702392578
"850",282.328491210938
"851",285.990661621094
"852",284.915100097656
"853",NA
"854",NA
