"","x"
"235",89.6993865966797
"236",83.8419799804688
"237",90.5528106689453
"238",74.6064300537109
"239",77.4353713989258
"240",83.3164901733398
"241",75.220817565918
"242",72.593376159668
"243",70.9418411254883
"244",81.4417266845703
"245",83.794563293457
"246",82.6053009033203
"247",94.2312316894531
"248",84.1501617431641
"249",83.7570343017578
"250",83.535774230957
"251",73.7628860473633
"252",79.8751373291016
"253",77.6052703857422
"254",72.0264053344727
"255",74.3239288330078
"256",77.0936050415039
"257",80.4934768676758
"258",87.4137115478516
"259",84.956169128418
"260",87.3109893798828
"261",89.608512878418
"262",87.1035614013672
"263",81.7301483154297
"264",82.8976821899414
"265",74.9165878295898
"266",66.0761413574219
"267",74.6913757324219
"268",80.2169036865234
"269",78.0141983032227
"270",79.2686538696289
"271",89.7191467285156
"272",85.2208938598633
"273",86.862548828125
"274",76.9908828735352
"275",73.6423797607422
"276",82.0027694702148
"277",74.2547912597656
"278",82.1687164306641
"279",85.0905075073242
"280",83.8281478881836
"281",91.4793319702148
"282",85.2426223754883
"283",83.0320129394531
"284",84.2232513427734
"285",83.8716125488281
"286",81.2402191162109
"287",79.9897155761719
"288",75.8984222412109
"289",67.5064163208008
"290",78.6187057495117
"291",75.5388717651367
"292",83.5377502441406
"293",78.0991439819336
"294",85.4540023803711
"295",87.6646041870117
"296",82.4393615722656
"297",90.1438827514648
"298",78.9031829833984
"299",78.3263320922852
"300",82.4828186035156
"301",77.9035720825195
"302",68.4902267456055
"303",83.3718032836914
"304",81.6135940551758
"305",86.4378128051758
"306",85.9162750244141
"307",89.2450180053711
"308",88.3264083862305
"309",83.7965393066406
"310",82.2200775146484
"311",80.2109756469727
"312",73.3085174560547
"313",73.1267700195312
"314",74.8691711425781
"315",76.2105484008789
"316",84.6637954711914
"317",86.6610412597656
"318",85.7878646850586
"319",88.6365585327148
"320",81.2955322265625
"321",80.6890487670898
"322",80.8075790405273
"323",79.7724075317383
"324",82.9727478027344
"325",76.2638931274414
"326",66.3191299438477
"327",82.5756683349609
"328",90.3039016723633
"329",84.0237274169922
"330",88.618782043457
"331",88.4330825805664
"332",84.3911743164062
"333",82.1015472412109
"334",76.0762176513672
"335",84.288444519043
"336",77.7257766723633
"337",80.003547668457
"338",79.3950881958008
"339",74.6637191772461
"340",86.4358367919922
"341",80.7423934936523
"342",75.7344512939453
"343",91.5030364990234
"344",90.201171875
"345",81.4377746582031
"346",80.0549087524414
"347",78.8004531860352
"348",81.0071105957031
"349",73.7272644042969
"350",75.2830581665039
"351",82.4673080444336
"352",84.7060317993164
"353",86.1582336425781
"354",83.4284057617188
"355",88.4295654296875
"356",89.2966690063477
"357",88.5082168579102
"358",83.1253051757812
"359",81.034294128418
"360",81.6711883544922
"361",80.9364624023438
"362",75.5266876220703
"363",85.068603515625
"364",77.6196136474609
"365",83.1713485717773
"366",89.1738891601562
"367",89.2621383666992
"368",91.1766586303711
"369",93.1698303222656
"370",81.2606582641602
"371",73.1651916503906
"372",68.8987579345703
"373",71.3561782836914
"374",74.7727737426758
"375",81.8764572143555
"376",84.1842422485352
"377",83.4782867431641
"378",85.7630462646484
"379",87.6679763793945
"380",88.2933654785156
"381",88.201286315918
"382",83.094612121582
"383",76.8273315429688
"384",79.3883438110352
"385",73.7828979492188
"386",75.9755859375
"387",75.8624038696289
"388",83.8715438842773
"389",92.7458724975586
"390",86.1102752685547
"391",82.5920028686523
"392",83.148323059082
"393",82.7608184814453
"394",83.4955520629883
"395",71.6477661132812
"396",73.5661239624023
"397",80.2918930053711
"398",71.5595245361328
"399",81.5177230834961
"400",79.4190368652344
"401",85.5405197143555
"402",84.1094207763672
"403",86.5572509765625
"404",87.5720596313477
"405",87.4147567749023
"406",82.3100051879883
"407",83.6164093017578
"408",76.4781951904297
"409",81.289436340332
"410",77.2781524658203
"411",80.272705078125
"412",78.8224258422852
"413",82.4577178955078
"414",85.4676208496094
"415",85.4388427734375
"416",91.8365707397461
"417",88.4947891235352
"418",81.0822525024414
"419",78.3927154541016
"420",81.1915969848633
"421",82.6591415405273
"422",77.7136154174805
"423",75.8221130371094
"424",73.1747817993164
"425",81.6385803222656
"426",87.3437728881836
"427",89.0779724121094
"428",86.1467208862305
"429",81.0323791503906
"430",78.6344299316406
"431",75.5938339233398
"432",85.6364364624023
"433",79.5763397216797
"434",78.555778503418
"435",77.9169616699219
"436",86.3750076293945
"437",85.2930526733398
"438",89.6918487548828
"439",92.8264465332031
"440",83.7756271362305
"441",87.3610382080078
"442",85.3410110473633
"443",78.0896148681641
"444",80.2036437988281
"445",85.7400283813477
"446",73.5949020385742
"447",81.9282531738281
"448",78.2085494995117
"449",81.8745346069336
"450",78.8953247070312
"451",81.3201293945312
"452",84.7482376098633
"453",83.5742034912109
"454",81.5752716064453
"455",81.2568283081055
"456",77.9323120117188
"457",72.5148620605469
"458",76.6259078979492
"459",67.6383972167969
"460",76.764030456543
"461",84.9323959350586
"462",86.0258636474609
"463",86.9658584594727
"464",85.6920700073242
"465",82.8778381347656
"466",91.2879180908203
"467",75.3175888061523
"468",76.7486801147461
"469",69.8886337280273
"470",76.0599899291992
"471",76.9769668579102
"472",79.3538131713867
"473",84.5832595825195
"474",80.9786605834961
"475",83.7065658569336
"476",85.9874954223633
"477",82.5267791748047
